donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_tu_moneda_local,ultimo_salario_mensual_o_retiro_neto_en_tu_moneda_local,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,anos_de_experiencia,antigüedad_en_la_empresa_actual,tiempo_en_el_puesto_actual,cuantas_personas_a_cargo_tenes,tengo_edad,seniority
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),440000,280000,,,3,2,1,0,26,Semi-Senior
Jujuy,Full-Time,Staff (planta permanente),204000,192000,,,8,5,5,0,42,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,405000,,Cobro parte del salario en dólares,,8,0,3,0,30,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000,330000,Mi sueldo está dolarizado (pero cobro en moneda local),350,14,7,5,30,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),238000,204000,Cobro parte del salario en dólares,$174 AR,6,1,1,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000,310000,,,3,18,2,9,38,Semi-Senior
Córdoba,Full-Time,Remoto (empresa de otro país),120000,,Cobro todo el salario en dólares,Dos dólares, el dólar tarjeta o cambio por la página de saldo ,1,1,0,1,26,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),237000,202000,Cobro parte del salario en dólares,,0,0,0,0,35,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),277000,230000,,,1,1,1,0,26,Junior
Buenos Aires,Full-Time,Staff (planta permanente),194000,173000,Cobro parte del salario en dólares,178,3,2,2,0,26,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),252285.37,209396.86,Cobro parte del salario en dólares,173.87,5,5,1,0,27,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000,214000,,,5,5,5,3,24,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),403000,320000,Cobro parte del salario en dólares,,6,5,2,0,26,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000,200000,,,3,1.5,1.5,0,28,Semi-Senior
Buenos Aires,Full-Time,Remoto (empresa de otro país),720000,650000,Cobro todo el salario en dólares,,4,0,0,1,25,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),610000,400000,Cobro parte del salario en dólares,,3,0,0,0,36,Semi-Senior
Buenos Aires,Full-Time,Freelance,360000,360000,Mi sueldo está dolarizado (pero cobro en moneda local),320,5,2,5,0,28,Semi-Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),128000,108000,,,0,0,0,0,23,Junior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100000,95000,,,6,1,1,0,32,Senior
Buenos Aires,Full-Time,Remoto (empresa de otro país),352000,347000,Cobro todo el salario en dólares,320,1,0,0,0,22,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),420000,291000,,,4,4,4,0,22,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),240000,200000,,,3,0,0,0,23,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),478000,296000,,,17,14,11,6,35,Senior
Mendoza,Full-Time,Staff (planta permanente),540000,344000,,,2,0,0,0,26,Junior
Córdoba,Full-Time,Staff (planta permanente),250000,220000,,,1,1,1,1,32,Junior
Mendoza,Full-Time,Staff (planta permanente),174800,453900,,,6,8,5,5,36,Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),85000,85000,,,1,0,0,0,22,Junior
Córdoba,Full-Time,Staff (planta permanente),475300,372000,,,25,1,1,0,48,Senior
Córdoba,Full-Time,Staff (planta permanente),266000,228000,,,1,1,1,0,25,Junior
Buenos Aires,Full-Time,Staff (planta permanente),770000,550000,Cobro parte del salario en dólares,,15,7,2,12,48,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000,196000,,,3,2,2,0,19,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),259310,212634,,,0,0,0,0,37,Junior
Buenos Aires,Full-Time,Staff (planta permanente),243000,194000,,,3,1,1,0,24,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),270000,237000,,,33,0,0,0,57,Senior
Río Negro,Full-Time,Staff (planta permanente),808000,480000,Cobro parte del salario en dólares,El sueldo básico está en dólares, se pasa a $ al oficial, se calculan las percepciones, y luego la mitad del neto se pasa a dolares al oficial y nos depositan mitad en $ y mitad en usd ,6,2,2,0,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,210000,170000,,,2,1,1,2,28,Junior
Buenos Aires,Full-Time,Freelance,85000,85000,,,2,0,0,0,27,Junior
Buenos Aires,Full-Time,Staff (planta permanente),240000,201000,,,3,3,1,0,31,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),271783,230681,,,0,3,0,0,,
Ciudad Autónoma de Buenos Aires,Full-Time,Participación societaria en una cooperativa,290000,290000,Cobro parte del salario en dólares,,0,1,0,0,36,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),575000,404000,,,15,2,2,0,35,Senior
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),309383,257000,,,3,3,3,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),360000,315000,,,5,0,0,16,28,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),228161,189374,,,5,1,1,0,24,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),161000,130000,,,7,1,1,0,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000,249000,,,13,0,0,0,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),324000,272420,,,2,0,2,0,24,Junior
Córdoba,Full-Time,Staff (planta permanente),500000,360,,,16,12,5,1,39,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),793000,454957,,,15,2,1,0,41,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),163520,,,,8,8,8,0,36,Senior
Misiones,Full-Time,Staff (planta permanente),300000,250000,,,2,2,2,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),355110,231160,Cobro parte del salario en dólares,180,2,3,2,0,33,Junior
Santa Fe,Full-Time,Staff (planta permanente),301204,250000,,,3,1,1,0,22,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),700000,400000,,,6,3,3,0,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),800000,570000,,,25,2,2,4,47,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),170000,141100,,,1,1,1,0,23,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),141387,117352,,,2,2,2,0,21,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),70000,82000,,,10,2,2,0,50,Senior
Santa Fe,Full-Time,Staff (planta permanente),338000,271000,,,5,2,2,0,28,Semi-Senior
Buenos Aires,Full-Time,Freelance,400000,400000,,,1,1,4,4,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1050000,1050000,Cobro todo el salario en dólares,,20,0,0,0,39,Senior
Mendoza,Full-Time,Staff (planta permanente),330000,280000,,,12,18,8,3,51,Senior
Córdoba,Full-Time,Staff (planta permanente),477000,280000,,,4,2,2,0,29,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),320000,330000,,,8,8,5,10,29,Senior
Salta,Full-Time,Staff (planta permanente),311000,260000,,,3,0,0,1,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),96000,75600,,,1,1,1,0,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),454548,330000,,,4,0,0,0,31,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),627000,400000,,,10,4,1,25,34,Senior
Buenos Aires,Full-Time,Staff (planta permanente),420000,330000,,,24,0,0,0,46,Senior
Neuquén,Full-Time,Staff (planta permanente),330000,300000,,,23,13,12,6,47,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),645000,599000,Cobro parte del salario en dólares,171,8,15,0,0,2,47,Senior
Buenos Aires,Full-Time,Staff (planta permanente),398000,274000,,,20,2,2,0,37,Senior
Santa Fe,Full-Time,Staff (planta permanente),265000,220000,,,10,3,3,15,40,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),480000,350000,,,2,1,1,0,30,Junior
Córdoba,Full-Time,Remoto (empresa de otro país),864000,,Cobro todo el salario en dólares,,15,8,5,0,42,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150000,120000,,,1,1,1,0,21,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),636500,629800,Cobro todo el salario en dólares,,2,2,2,0,33,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),340000,,,,4,3,3,0,32,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),356000,295000,,,1,1,0,0,28,Junior
Río Negro,Full-Time,Remoto (empresa de otro país),1050000,1050000,Cobro todo el salario en dólares,,7,1,1,0,32,Senior
San Juan,Full-Time,Staff (planta permanente),650000,500000,,,6,2,1,0,29,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),390000,,,,8,0,0,0,29,Senior
Santa Fe,Full-Time,Staff (planta permanente),687542,489092,Cobro todo el salario en dólares,184,64,12,6,6,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),269000,228000,,,2,2,2,0,21,Junior
Río Negro,Full-Time,Staff (planta permanente),933846,741713,,,27,0,10,0,47,Senior
Buenos Aires,Full-Time,Staff (planta permanente),320000,270000,,,5,13,5,0,46,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),138000,114500,,,0,0,0,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),455000,360000,,,4,8,2,0,27,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),303000,250000,,,1,1,1,0,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),390000,323000,,,6,1,1,0,31,Senior
Córdoba,Full-Time,Staff (planta permanente),250000,206450,,,2,0,2,0,29,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),978000,929100,Cobro todo el salario en dólares,326,5,0,0,0,31,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000,260000,,,15,6,6,4,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),303000,251000,,,9,2.5,1.5,2,41,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),444980,330447,,,3,1,1,0,25,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),320300,266000,,,2,1.5,1.5,0,23,Junior
Buenos Aires,Full-Time,Staff (planta permanente),426250,338624,Cobro parte del salario en dólares,170,5,3,0,3,1,27,Semi-Senior
Córdoba,Part-Time,Staff (planta permanente),98500,85000,,,2,2,2,0,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),277500,238000,,,28,12,12,0,45,Senior
Buenos Aires,Full-Time,Remoto (empresa de otro país),159000,130000,,,2,2,2,0,24,Junior
Río Negro,Full-Time,Staff (planta permanente),500000,370000,,,4,0,0,0,34,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),186541,160005,,,1,1,1,0,21,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),245000,203335,Cobro parte del salario en dólares,172,3,2,2,1,33,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),243000,200000,,,2,2,2,0,33,Junior
Buenos Aires,Full-Time,Staff (planta permanente),290000,,,,15,5,3,0,41,Senior
Corrientes,Full-Time,Staff (planta permanente),496000,370000,Cobro parte del salario en dólares,,8,1,1,0,34,Senior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),345000,311000,,,2,0,0,0,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),562000,389000,Cobro parte del salario en dólares,183,5,37,1,1,12,54,Senior
Buenos Aires,Part-Time,Staff (planta permanente),90000,76000,,,5,1.5,1.5,0,40,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),211000,173400,,,1,1,1,1,34,Junior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),374000,230000,,,12,3,3,0,32,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),140000,116200,,,0,0,0,0,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1225000,1176000,Cobro todo el salario en dólares,,4,1,0,0,43,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),385000,480000,Cobro parte del salario en dólares,Banco Nación,10,2,0,7,34,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000,420000,Mi sueldo está dolarizado (pero cobro en moneda local),0,16,1,1,0,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),298000,248000,,,5,0,0,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),125000,103750,,,1,1,1,0,20,Junior
Buenos Aires,Full-Time,Staff (planta permanente),191000,162000,,,3,2,2,0,31,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),424882,183105,,,2,10,2,0,38,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),800000,600000,,,18,18,0,12,40,Senior
Corrientes,Full-Time,Tercerizado (trabajo a través de consultora o agencia),364598,301000,,,13,6,5,0,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),446939,294190,,,2,0,0,0,27,Junior
San Juan,Full-Time,Staff (planta permanente),216480,204280,,,1,0,0,0,23,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),99050,81000,,,0,0,0,0,22,Junior
Buenos Aires,Full-Time,Staff (planta permanente),321000,258000,,,23,13,2,10,47,Senior
Buenos Aires,Full-Time,Remoto (empresa de otro país),980000,980000,Cobro todo el salario en dólares,,7,4,4,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),595347,333197,,,5,3,3,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),547000,320000,,,9,2,2,0,36,Senior
Córdoba,Full-Time,Staff (planta permanente),494594.1,296339,Cobro parte del salario en dólares,,3,0,0,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),677598,423100,,,13,2,0,0,33,Senior
Santa Fe,Full-Time,Staff (planta permanente),420000,340000,,,9,9,2,15,32,Senior
Tucumán,Full-Time,Staff (planta permanente),270000,270000,Cobro parte del salario en dólares,160,1,1,1,0,30,Junior
Buenos Aires,Full-Time,Staff (planta permanente),250000,199000,,,1,0,0,0,34,Junior
Buenos Aires,Full-Time,Staff (planta permanente),190000,172000,,,3,0,0,0,34,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),575000,380000,,,22,28,2016,3,48,Senior
Buenos Aires,Full-Time,Staff (planta permanente),340000,275000,,,17,17,5,0,38,Senior
Buenos Aires,Full-Time,Staff (planta permanente),962000,740000,Cobro todo el salario en dólares,,3,0,2,0,25,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),139000,105000,,,5,4,4,12,33,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),500000,330000,,,4,0,0,0,33,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),740740,450000,,,7,2,2,0,29,Senior
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),550000,390000,,,10,3,2,8,43,Senior
Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),70000,60000,Mi sueldo está dolarizado (pero cobro en moneda local),,2,2,2,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),181183,145775,,,32,1,1,0,50,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),143000,118000,,,2,0,0,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),387000,331500,,,6,1,1,0,29,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000,250000,,,25,5,5,0,44,Senior
Buenos Aires,Full-Time,Staff (planta permanente),250000,1920000,,,15,2,2,0,45,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000,250000,,,4,1,1,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),160000,120000,,,7,0,0,0,27,Senior
Buenos Aires,Full-Time,Staff (planta permanente),160000,150000,,,0,0,0,0,35,Junior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),135000,113000,,,1,1,1,0,26,Junior
Córdoba,Full-Time,Staff (planta permanente),790000,650000,,,20,12,5,8,40,Senior
Chubut,Full-Time,Staff (planta permanente),430000,300000,,,20,14,1,12,42,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),960000,700000,,,15,0,0,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),610000,420000,Cobro todo el salario en dólares,180,8,2,1,0,31,Senior
Córdoba,Full-Time,Staff (planta permanente),391200,361000,,,4,0,0,0,28,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),240000,200000,,,10,3,2,0,41,Senior
Corrientes,Full-Time,Remoto (empresa de otro país),630000,540000,Cobro todo el salario en dólares,0,14,0,0,0,41,Senior
Buenos Aires,Full-Time,Staff (planta permanente),432012,338676,,,6,6,6,3,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),560000,350000,,,34,10,2,6,50,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),232000,195000,,,2,10,2,0,33,Junior
Córdoba,Full-Time,Staff (planta permanente),130000,380000,Cobro parte del salario en dólares,345,1,1,1,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),455000,660000,Cobro parte del salario en dólares,175,6,6,1,0,32,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),350000,290500,,,23,8,8,0,55,Senior
Buenos Aires,Full-Time,Staff (planta permanente),148500,120000,,,1,10,1,0,31,Junior
Tucumán,Full-Time,Tercerizado (trabajo a través de consultora o agencia),246665,202092,,,1,0,0,0,29,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000,310000,,,10,0,0,0,42,Senior
Buenos Aires,Full-Time,Staff (planta permanente),380000,320000,,,17,12,12,0,43,Senior
Entre Ríos,Full-Time,Tercerizado (trabajo a través de consultora o agencia),850000,830000,Mi sueldo está dolarizado (pero cobro en moneda local),330,10,10,1,0,33,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000,253000,,,13,23,1,0,45,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),230000,205000,,,5,3,3,0,35,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),458000,317000,,,12,12,12,0,36,Senior
Buenos Aires,Full-Time,Staff (planta permanente),215000,189000,,,2,2,2,1,25,Junior
Santa Fe,Full-Time,Staff (planta permanente),734800,463668,,,25,10,6,6,54,Senior
Buenos Aires,Full-Time,Staff (planta permanente),215000,176000,,,5,0,0,0,22,Semi-Senior
Córdoba,Full-Time,Remoto (empresa de otro país),300000,,Cobro todo el salario en dólares,MEP,0,0,0,0,27,Junior
Córdoba,Full-Time,Staff (planta permanente),150000,150000,,,1,0,0,0,32,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1575000,,Cobro todo el salario en dólares,,15,2,2,0,39,Senior
Córdoba,Full-Time,Staff (planta permanente),482000,682000,Cobro parte del salario en dólares,350,0,1,0,3,38,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000,460000,,,17,2,2,4,39,Senior
Buenos Aires,Full-Time,Freelance,550000,400000,,,15,5,5,0,55,Senior
